Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/SuggestionsAdmin_razor.g.cs,912,8,T:System.Uri,,,,,"return Uri.EscapeDataString($@""Hej {suggestion.Name},    Tack för ditt utvecklingsförslag som inlämnades {suggestion.SubmittedAt:yyyy-MM-dd}.    Vi har tagit del av ditt förslag gällande """"{suggestion.Requirement.Substring(0, Math.Min(suggestion.Requirement.Length, 50))}..."""" och kommer att behandla det inom ramen för vår utvecklingsprocess.    Med vänliga hälsningar,  KronoX-teamet"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/SuggestionsAdmin_razor.g.cs,800,16,T:System.Net.Http.HttpContent,,,,,var suggestionsData = await response.Content.ReadFromJsonAsync<List<DevelopmentSuggestionViewModel>>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,2323,16,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,2276,20,T:System.Net.Http.HttpContent,,,,,var roleError = await roleResponse.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,2258,16,T:System.Net.Http.HttpContent,,,,,var updateError = await updateResponse.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,2218,16,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,2186,16,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,2150,16,T:System.Net.Http.HttpContent,,,,,var error = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,2094,16,T:System.Net.Http.HttpContent,,,,,var content = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,KronoxFront\KronoxFront.csproj,File,KronoxFront\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Admin/HandleUsersAdmin_razor.g.cs,1937,20,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync();
